City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
384,cabedelo,-6.98,-34.83,75.2,94,84,2.24,BR,1593729522
385,utraula,27.32,82.42,84.45,73,94,9.82,IN,1593729522
386,hanzhong,33.07,107.03,72.3,76,70,1.32,CN,1593729522
387,bubaque,11.28,-15.83,80.29,83,100,9.73,GW,1593729522
388,kayerkan,69.35,87.76,57.2,62,20,8.95,RU,1593729522
389,bandraboua,-12.7,45.12,73.4,78,27,3.36,YT,1593729522
390,tateyama,34.98,139.87,75.99,96,100,8.61,JP,1593729522
391,bambanglipuro,-7.95,110.28,75.04,89,71,7.65,ID,1593729523
392,grand-santi,4.25,-54.38,73.99,95,99,2.68,GF,1593729523
393,hirara,24.8,125.28,82.4,88,75,6.93,JP,1593729523
394,garsten,48.0,14.4,66.2,82,75,17.22,AT,1593729523
395,srednekolymsk,67.45,153.68,40.78,90,100,8.48,RU,1593729523
396,pochutla,15.74,-96.47,84.2,70,75,17.22,MX,1593729523
397,dafeng,23.45,108.59,79.68,85,100,3.96,CN,1593729523
398,tucuman,-26.82,-65.22,55.4,58,0,4.7,AR,1593729523
399,champerico,14.3,-91.92,75.2,88,90,6.11,GT,1593729523
400,calama,-22.47,-68.93,64.4,7,0,13.87,CL,1593729523
401,ostrovnoy,68.05,39.51,54.93,63,29,12.66,RU,1593729523
402,bowen,-20.02,148.23,66.99,100,90,4.7,AU,1593729523
403,dong hoi,17.48,106.6,80.46,76,100,6.69,VN,1593729523
404,itoman,26.12,127.67,82.4,94,75,5.82,JP,1593729523
405,lorengau,-2.02,147.27,84.07,72,0,9.31,PG,1593729523
406,dolores,-36.31,-57.68,43.99,86,93,6.4,AR,1593729523
407,macclesfield,53.26,-2.13,55.99,87,67,3.36,GB,1593729523
408,bontang,0.13,117.5,76.8,91,100,10.94,ID,1593729524
409,fayaoue,-20.65,166.53,70.88,63,22,18.59,NC,1593729524
410,aswan,24.09,32.91,89.6,18,0,10.29,EG,1593729524
411,axim,4.87,-2.24,76.59,87,55,9.1,GH,1593729524
412,okhotsk,59.38,143.3,53.53,82,99,5.17,RU,1593729524
413,chimoio,-19.12,33.48,55.4,93,20,5.82,MZ,1593729524
414,tual,-5.67,132.75,80.02,82,7,18.99,ID,1593729524
415,kulhudhuffushi,6.62,73.07,83.21,77,100,11.14,MV,1593729524
416,skegness,53.14,0.34,55.99,87,25,3.36,GB,1593729524
417,palmas de monte alto,-14.27,-43.16,74.62,41,71,3.78,BR,1593729524
418,oktyabrskiy,54.48,53.47,55.98,90,93,3.31,RU,1593729524
419,abalak,58.13,68.59,49.08,93,12,5.86,RU,1593729524
420,mount isa,-20.73,139.5,66.2,42,23,10.29,AU,1593729524
421,ahipara,-35.17,173.17,56.89,58,3,5.17,NZ,1593729524
422,floro,61.6,5.03,48.2,81,100,18.34,NO,1593729524
423,san policarpo,12.18,125.51,82.89,74,21,1.61,PH,1593729524
424,yankton,42.87,-97.4,89.6,55,1,11.41,US,1593729524
425,haapiti,-17.57,-149.87,84.2,66,20,18.34,PF,1593729525
426,port-gentil,-0.72,8.78,75.2,88,40,9.17,GA,1593729525
427,bilma,18.69,12.92,89.65,12,0,10.04,NE,1593729525
428,la paz,-16.5,-68.15,57.2,5,0,6.93,BO,1593729525
429,guarapari,-20.67,-40.5,71.6,78,75,6.93,BR,1593729525
430,talaya,61.38,152.75,55.45,45,44,2.37,RU,1593729525
431,aviles,43.55,-5.92,60.8,77,40,1.12,ES,1593729525
432,arcos,-20.28,-45.54,62.49,71,49,4.9,BR,1593729369
433,east chicago,41.64,-87.45,87.01,69,40,10.29,US,1593729525
434,semey,50.41,80.23,69.1,48,37,9.15,KZ,1593729525
435,omsukchan,62.53,155.8,49.64,54,100,4.14,RU,1593729525
436,itzehoe,53.92,9.52,61.0,81,71,1.01,DE,1593729525
437,sindhnur,15.78,76.77,77.18,80,100,12.15,IN,1593729525
438,pacific grove,36.62,-121.92,71.01,56,40,14.99,US,1593729525
439,port hueneme,34.15,-119.2,75.2,64,20,9.17,US,1593729447
440,jiwani,25.05,61.74,85.6,76,0,1.95,PK,1593729525
441,port hedland,-20.32,118.57,69.8,30,86,11.41,AU,1593729525
442,houlton,46.13,-67.84,69.01,88,75,6.93,US,1593729234
443,usinsk,65.99,57.53,55.99,77,100,8.7,RU,1593729526
444,macaubas,-13.02,-42.7,77.38,43,90,2.3,BR,1593729526
445,balkhash,46.84,74.98,63.32,61,10,14.56,KZ,1593729526
446,kandrian,-6.22,149.55,80.17,82,75,12.24,PG,1593729526
447,sibolga,1.74,98.78,78.17,75,100,3.62,ID,1593729526
448,miguelopolis,-20.18,-48.03,63.12,60,15,3.04,BR,1593729526
449,kruisfontein,-34.0,24.73,54.14,83,8,12.59,ZA,1593729526
450,erdenet,49.03,104.08,59.09,78,61,3.13,MN,1593729526
451,beringovskiy,63.05,179.32,52.81,52,38,10.98,RU,1593729526
452,phan thiet,10.93,108.1,77.49,86,66,7.4,VN,1593729341
453,talnakh,69.49,88.4,57.2,62,20,8.95,RU,1593729526
454,olafsvik,64.89,-23.71,52.38,76,0,6.87,IS,1593729526
455,stokmarknes,68.56,14.91,46.99,76,5,6.6,NO,1593729526
456,vanimo,-2.67,141.3,82.29,69,28,7.11,PG,1593729526
457,scarborough,54.28,-0.4,53.01,86,81,1.99,GB,1593729526
458,nouadhibou,20.93,-17.03,69.8,83,0,11.41,MR,1593729527
459,hasaki,35.73,140.83,77.0,73,75,1.12,JP,1593729527
460,pfarrkirchen,48.43,12.94,61.0,99,100,1.01,DE,1593729527
461,gat,31.61,34.76,75.99,80,0,1.07,IL,1593729527
462,borogontsy,62.67,131.17,66.9,50,92,13.35,RU,1593729527
463,aklavik,68.22,-135.01,48.2,76,75,14.99,CA,1593729527
464,labrea,-7.26,-64.8,78.3,80,71,3.6,BR,1593729527
465,misratah,32.38,15.09,75.97,66,0,2.55,LY,1593729527
466,conceicao da barra,-18.59,-39.73,72.45,84,74,6.53,BR,1593729527
467,hurghada,27.26,33.81,89.6,14,0,10.29,EG,1593729527
468,saint-augustin,51.23,-58.65,51.37,74,63,6.31,CA,1593729527
469,si bun ruang,16.97,102.28,78.67,83,100,1.03,TH,1593729527
470,tulsa,36.1,-95.9,87.8,54,40,18.34,US,1593728756
471,olga,43.74,135.29,63.39,69,4,2.28,RU,1593729527
472,presidencia roque saenz pena,-26.79,-60.44,49.14,72,0,4.68,AR,1593729527
473,praia da vitoria,38.73,-27.07,68.0,77,20,6.71,PT,1593729424
474,ucluelet,48.93,-125.55,57.99,82,90,5.82,CA,1593729522
475,pula,44.87,13.85,69.8,83,1,3.36,HR,1593729527
476,muroto,33.28,134.15,73.4,88,75,6.93,JP,1593729528
477,clinton,42.59,-82.92,93.0,43,20,4.7,US,1593729331
478,vallenar,-28.57,-70.76,68.23,30,42,1.36,CL,1593729528
479,namwala,-15.75,26.44,47.91,80,0,3.67,ZM,1593729528
480,pafos,34.77,32.42,71.6,73,0,5.82,CY,1593729528
481,kisumu,-0.1,34.76,66.06,80,76,4.09,KE,1593729528
482,kununurra,-15.77,128.73,62.6,49,0,7.23,AU,1593729528
483,rawson,-43.3,-65.1,47.75,61,80,9.71,AR,1593729528
484,baijiantan,45.63,85.18,80.15,22,30,7.54,CN,1593729528
485,lompoc,34.64,-120.46,68.0,64,20,13.87,US,1593729528
486,garowe,8.41,48.48,78.53,46,11,28.74,SO,1593729528
487,westport,41.14,-73.36,89.01,45,1,10.29,US,1593729528
488,cairns,-16.92,145.77,72.0,77,42,9.17,AU,1593729319
489,chake chake,-5.25,39.77,74.86,76,49,9.62,TZ,1593729528
490,la suiza,9.85,-83.61,84.2,94,75,2.24,CR,1593729528
491,bambous virieux,-20.34,57.76,69.8,88,75,16.11,MU,1593729528
492,machico,32.7,-16.77,71.6,68,20,12.75,PT,1593729528
493,kupang,-10.17,123.58,71.6,83,20,6.93,ID,1593729528
494,cukai,4.25,103.42,80.6,94,98,3.36,MY,1593729528
495,rincon,32.3,-81.24,87.01,78,75,5.82,US,1593729528
496,havoysund,71.0,24.66,42.8,93,75,18.34,NO,1593729529
497,shu,43.6,73.76,60.69,50,32,8.88,KZ,1593729395
498,byron bay,-28.65,153.62,63.0,100,0,6.78,AU,1593729529
499,masallatah,32.62,14.0,74.46,52,0,4.36,LY,1593729529
500,bougouni,11.42,-7.48,81.18,68,4,6.13,ML,1593729529
501,suntar,62.14,117.63,66.04,46,42,10.51,RU,1593729529
502,kungurtug,50.6,97.52,58.48,67,42,1.92,RU,1593729529
503,taoudenni,22.68,-3.98,99.07,9,3,7.94,ML,1593729529
504,mtwara,-10.27,40.18,69.8,94,20,9.17,TZ,1593729529
505,hyderabad,17.38,78.47,75.2,88,75,5.82,IN,1593729529
506,suluq,31.67,20.25,72.32,74,0,9.4,LY,1593729529
507,zarechnyy,53.2,45.19,68.0,57,12,1.66,RU,1593729529
508,kiunga,-6.12,141.29,75.47,95,77,3.8,PG,1593729529
509,balkanabat,39.51,54.37,80.98,17,77,12.44,TM,1593729529
510,mitsamiouli,-11.38,43.28,76.57,70,44,6.8,KM,1593729529
511,raudeberg,61.99,5.14,48.0,82,100,17.56,NO,1593729529
512,fare,-16.7,-151.02,80.85,79,72,20.24,PF,1593729529
513,kashi,39.45,75.98,75.2,26,20,4.47,CN,1593729529
514,bautzen,51.18,14.43,61.0,93,55,4.5,DE,1593729530
515,itarema,-2.92,-39.92,77.56,80,37,11.43,BR,1593729530
516,port hardy,50.7,-127.42,60.8,55,75,12.75,CA,1593729530
517,dicabisagan,17.08,122.42,81.73,72,59,2.42,PH,1593729530
518,haradok,55.46,29.98,60.57,96,35,5.08,BY,1593729530
519,republic,37.12,-93.48,89.6,66,20,11.41,US,1593729530
520,port lincoln,-34.73,135.87,55.27,79,20,15.28,AU,1593729530
521,caborca,30.58,-111.1,96.01,40,54,1.01,MX,1593729530
522,wladyslawowo,54.79,18.4,60.01,93,54,1.12,PL,1593729530
523,anori,-3.77,-61.64,76.17,94,100,2.33,BR,1593729530
524,solnechnyy,50.72,136.63,70.27,50,31,3.04,RU,1593729530
525,kitimat,54.05,-128.65,53.6,87,75,16.11,CA,1593729530
526,vikhorevka,56.12,101.16,69.8,60,0,2.24,RU,1593729530
527,luancheng,37.88,114.65,69.8,94,90,2.24,CN,1593729530
528,kijang,35.24,129.21,69.8,64,100,8.05,KR,1593729530
529,wilmington,34.23,-77.94,84.2,66,20,5.82,US,1593729297
530,kralendijk,12.15,-68.27,86.0,70,20,20.8,BQ,1593729530
531,halden,59.12,11.39,55.99,50,9,9.17,NO,1593729460
532,roebourne,-20.78,117.13,72.03,35,65,19.3,AU,1593729530
533,comodoro rivadavia,-45.87,-67.5,46.4,87,75,9.71,AR,1593729370
534,gimli,50.63,-96.99,90.0,35,0,5.01,CA,1593729531
535,nelson bay,-32.72,152.15,57.99,87,75,4.7,AU,1593729531
536,faya,18.39,42.45,68.0,60,20,4.7,SA,1593729531
537,zhanakorgan,43.91,67.25,59.86,53,0,4.54,KZ,1593729531
538,kerman,30.28,57.08,78.8,29,40,4.7,IR,1593729531
539,morococha,-11.6,-76.14,38.89,68,3,2.06,PE,1593729531
540,nacala,-14.54,40.67,71.56,72,93,11.65,MZ,1593729531
541,lujiang,31.26,117.28,73.99,100,75,4.47,CN,1593729531
542,moundsville,39.92,-80.74,87.8,40,20,8.05,US,1593729531
543,aleksandrovskoye,44.71,43.0,68.0,52,0,11.18,RU,1593729531
544,brae,60.4,-1.35,48.2,87,100,18.34,GB,1593729531
545,alihe,50.57,123.72,70.75,70,100,1.99,CN,1593729531
546,jalu,29.03,21.55,79.11,47,0,13.0,LY,1593729531
547,ust-kuyga,70.02,135.6,53.83,53,20,25.1,RU,1593729531
548,kota,25.18,75.83,92.82,46,93,12.26,IN,1593729531
549,jumla,29.27,82.18,63.12,70,72,0.65,NP,1593729531
550,alghero,40.56,8.32,71.6,88,0,3.74,IT,1593729532
551,soyo,-6.13,12.37,72.18,87,0,6.71,AO,1593729532
552,angoche,-16.23,39.91,70.81,78,89,10.4,MZ,1593729532
553,tari,12.41,4.49,88.21,54,52,12.93,NG,1593729532
554,hermosillo,29.07,-110.97,104.0,27,40,11.41,MX,1593729510
555,luganville,-15.53,167.17,77.0,69,75,6.93,VU,1593729532
556,la concordia,13.2,-86.17,87.8,66,40,18.34,NI,1593729532
557,samarai,-10.62,150.67,77.7,78,62,15.14,PG,1593729532
558,korla,41.76,86.15,77.65,23,17,7.54,CN,1593729532
559,mandera,3.94,41.87,78.15,55,56,17.36,KE,1593729532
560,ambulu,-8.35,113.61,72.1,87,44,3.74,ID,1593729532
561,joshimath,30.57,79.57,64.94,54,46,1.07,IN,1593729532
562,diu,20.71,70.98,85.24,77,69,11.41,IN,1593729532
563,aksu,41.12,80.26,74.28,25,11,4.47,CN,1593729532
564,coahuayana,18.73,-103.68,82.4,69,75,5.48,MX,1593729532
565,san andres,12.58,-81.7,84.2,79,90,11.41,CO,1593729532
566,lensk,60.73,114.93,66.9,52,89,4.21,RU,1593729532
567,ballina,-28.87,153.57,63.0,100,0,6.06,AU,1593729533
568,mandalgovi,45.76,106.27,60.26,69,0,7.72,MN,1593729533
